Name,Year,Quarter,File_Changed,Insertions,Deletions
codrut3,2017,Q1,0,0,0
codrut3,2017,Q2,0,0,0
codrut3,2017,Q3,0,0,0
codrut3,2017,Q4,11,983,92
k-w-w,2017,Q1,0,0,0
k-w-w,2017,Q2,0,0,0
k-w-w,2017,Q3,0,0,0
k-w-w,2017,Q4,2,14,5
Dong--Jian,2017,Q1,0,0,0
Dong--Jian,2017,Q2,0,0,0
Dong--Jian,2017,Q3,0,0,0
Dong--Jian,2017,Q4,1,9,0
Johnny Chan,2017,Q1,0,0,0
Johnny Chan,2017,Q2,0,0,0
Johnny Chan,2017,Q3,0,0,0
Johnny Chan,2017,Q4,1,0,0
Stephen Lumenta,2017,Q1,0,0,0
Stephen Lumenta,2017,Q2,0,0,0
Stephen Lumenta,2017,Q3,0,0,0
Stephen Lumenta,2017,Q4,4,30,3
Rasmus,2017,Q1,0,0,0
Rasmus,2017,Q2,0,0,0
Rasmus,2017,Q3,0,0,0
Rasmus,2017,Q4,1,0,0
patrickzzy,2017,Q1,0,0,0
patrickzzy,2017,Q2,0,0,0
patrickzzy,2017,Q3,0,0,0
patrickzzy,2017,Q4,1,0,0
Pierre BLONDEAU,2017,Q1,0,0,0
Pierre BLONDEAU,2017,Q2,0,0,0
Pierre BLONDEAU,2017,Q3,0,0,0
Pierre BLONDEAU,2017,Q4,1,2,0
Sahil Singh,2017,Q1,0,0,0
Sahil Singh,2017,Q2,0,0,0
Sahil Singh,2017,Q3,0,0,0
Sahil Singh,2017,Q4,1,0,0
sandipmgiri,2017,Q1,0,0,0
sandipmgiri,2017,Q2,0,0,0
sandipmgiri,2017,Q3,1,5,0
sandipmgiri,2017,Q4,4,3,2
Su Tang,2017,Q1,0,0,0
Su Tang,2017,Q2,0,0,0
Su Tang,2017,Q3,0,0,0
Su Tang,2017,Q4,1,0,0
Changming Sun,2017,Q1,21,71,42
Changming Sun,2017,Q2,25,68,48
Changming Sun,2017,Q3,8,194,87
Changming Sun,2017,Q4,26,173,85
Changming Sun,2016,Q1,0,0,0
Changming Sun,2016,Q2,0,0,0
Changming Sun,2016,Q3,0,0,0
Changming Sun,2016,Q4,3,5,0
error.d,2017,Q1,0,0,0
error.d,2017,Q2,0,0,0
error.d,2017,Q3,1,3,0
error.d,2017,Q4,1,4,3
Yaroslav Bulatov,2017,Q1,17,85,33
Yaroslav Bulatov,2017,Q2,0,0,0
Yaroslav Bulatov,2017,Q3,5,56,0
Yaroslav Bulatov,2017,Q4,1,7,9
Yaroslav Bulatov,2016,Q1,9,20,3
Yaroslav Bulatov,2016,Q2,5,5,0
Yaroslav Bulatov,2016,Q3,1,10,0
Yaroslav Bulatov,2016,Q4,2,2,2
Ronald Eddy Jr,2017,Q1,0,0,0
Ronald Eddy Jr,2017,Q2,0,0,0
Ronald Eddy Jr,2017,Q3,0,0,0
Ronald Eddy Jr,2017,Q4,3,6,6
Matthew Schulkind,2017,Q1,0,0,0
Matthew Schulkind,2017,Q2,0,0,0
Matthew Schulkind,2017,Q3,0,0,0
Matthew Schulkind,2017,Q4,2,54,28
Dandelion Man?,2017,Q1,0,0,0
Dandelion Man?,2017,Q2,1303,5060,151960
Dandelion Man?,2017,Q3,12,188,38
Dandelion Man?,2017,Q4,317,19513,1871
wagonhelm,2017,Q1,0,0,0
wagonhelm,2017,Q2,0,0,0
wagonhelm,2017,Q3,0,0,0
wagonhelm,2017,Q4,4,5,5
Lucas Sloan,2017,Q1,0,0,0
Lucas Sloan,2017,Q2,0,0,0
Lucas Sloan,2017,Q3,0,0,0
Lucas Sloan,2017,Q4,1,0,0
Shreyash sharma,2017,Q1,0,0,0
Shreyash sharma,2017,Q2,0,0,0
Shreyash sharma,2017,Q3,0,0,0
Shreyash sharma,2017,Q4,4,21,14
Randy West,2017,Q1,0,0,0
Randy West,2017,Q2,0,0,0
Randy West,2017,Q3,0,0,0
Randy West,2017,Q4,2,9,2
Ted Ying,2017,Q1,0,0,0
Ted Ying,2017,Q2,0,0,0
Ted Ying,2017,Q3,0,0,0
Ted Ying,2017,Q4,1,0,0
Erich Elsen,2017,Q1,0,0,0
Erich Elsen,2017,Q2,1,2,0
Erich Elsen,2017,Q3,0,0,0
Erich Elsen,2017,Q4,2,8,4
Andrei Costinescu,2017,Q1,0,0,0
Andrei Costinescu,2017,Q2,0,0,0
Andrei Costinescu,2017,Q3,3,10,10
Andrei Costinescu,2017,Q4,2,0,0
Daniel Ylitalo,2017,Q1,9,46,16
Daniel Ylitalo,2017,Q2,1,2,2
Daniel Ylitalo,2017,Q3,0,0,0
Daniel Ylitalo,2017,Q4,9,45,7
Mike Knapp,2017,Q1,0,0,0
Mike Knapp,2017,Q2,0,0,0
Mike Knapp,2017,Q3,0,0,0
Mike Knapp,2017,Q4,1,4,0
Viraj,2017,Q1,0,0,0
Viraj,2017,Q2,0,0,0
Viraj,2017,Q3,0,0,0
Viraj,2017,Q4,4,63,49
jfaath,2017,Q1,0,0,0
jfaath,2017,Q2,0,0,0
jfaath,2017,Q3,0,0,0
jfaath,2017,Q4,2,18,18
CQY,2017,Q1,0,0,0
CQY,2017,Q2,0,0,0
CQY,2017,Q3,0,0,0
CQY,2017,Q4,5,26,21
Chris Donahue,2017,Q1,0,0,0
Chris Donahue,2017,Q2,0,0,0
Chris Donahue,2017,Q3,1,9,0
Chris Donahue,2017,Q4,1,4,2
Akimasa KIMURA,2017,Q1,0,0,0
Akimasa KIMURA,2017,Q2,0,0,0
Akimasa KIMURA,2017,Q3,1,0,0
Akimasa KIMURA,2017,Q4,1,0,0
Johan Ju,2017,Q1,0,0,0
Johan Ju,2017,Q2,0,0,0
Johan Ju,2017,Q3,0,0,0
Johan Ju,2017,Q4,1,2,0
Codrut Grosu,2017,Q1,0,0,0
Codrut Grosu,2017,Q2,0,0,0
Codrut Grosu,2017,Q3,0,0,0
Codrut Grosu,2017,Q4,3,27,29
Zhengsheng Wei,2017,Q1,0,0,0
Zhengsheng Wei,2017,Q2,0,0,0
Zhengsheng Wei,2017,Q3,0,0,0
Zhengsheng Wei,2017,Q4,7,44,38
FirefoxMetzger,2017,Q1,0,0,0
FirefoxMetzger,2017,Q2,0,0,0
FirefoxMetzger,2017,Q3,0,0,0
FirefoxMetzger,2017,Q4,3,86,87
Chris Filo Gorgolewski,2017,Q1,0,0,0
Chris Filo Gorgolewski,2017,Q2,0,0,0
Chris Filo Gorgolewski,2017,Q3,0,0,0
Chris Filo Gorgolewski,2017,Q4,1,2,0
arixlin,2017,Q1,0,0,0
arixlin,2017,Q2,0,0,0
arixlin,2017,Q3,0,0,0
arixlin,2017,Q4,1,0,0
hannesa2,2017,Q1,0,0,0
hannesa2,2017,Q2,0,0,0
hannesa2,2017,Q3,0,0,0
hannesa2,2017,Q4,6,266,3
Adam Zahran,2017,Q1,0,0,0
Adam Zahran,2017,Q2,0,0,0
Adam Zahran,2017,Q3,0,0,0
Adam Zahran,2017,Q4,1,0,0
MathSquared,2017,Q1,0,0,0
MathSquared,2017,Q2,0,0,0
MathSquared,2017,Q3,0,0,0
MathSquared,2017,Q4,2,2,0
dongpilYu,2017,Q1,0,0,0
dongpilYu,2017,Q2,0,0,0
dongpilYu,2017,Q3,0,0,0
dongpilYu,2017,Q4,4,5,5
Josh Varty,2017,Q1,0,0,0
Josh Varty,2017,Q2,0,0,0
Josh Varty,2017,Q3,0,0,0
Josh Varty,2017,Q4,2,322,116
Dan Becker,2017,Q1,0,0,0
Dan Becker,2017,Q2,0,0,0
Dan Becker,2017,Q3,0,0,0
Dan Becker,2017,Q4,7,80,35
Dan Becker,2016,Q1,24,381,261
Dan Becker,2016,Q2,0,0,0
Dan Becker,2016,Q3,0,0,0
Dan Becker,2016,Q4,0,0,0
peisong,2017,Q1,0,0,0
peisong,2017,Q2,0,0,0
peisong,2017,Q3,0,0,0
peisong,2017,Q4,1,0,0
Toni Kunic,2017,Q1,0,0,0
Toni Kunic,2017,Q2,0,0,0
Toni Kunic,2017,Q3,0,0,0
Toni Kunic,2017,Q4,1,0,0
Matt Wytock,2017,Q1,0,0,0
Matt Wytock,2017,Q2,0,0,0
Matt Wytock,2017,Q3,0,0,0
Matt Wytock,2017,Q4,1,4,3
Jan,2017,Q1,0,0,0
Jan,2017,Q2,0,0,0
Jan,2017,Q3,0,0,0
Jan,2017,Q4,1,17,14
Jeff,2017,Q1,0,0,0
Jeff,2017,Q2,0,0,0
Jeff,2017,Q3,0,0,0
Jeff,2017,Q4,13,656,0
John Sungjin Park,2017,Q1,0,0,0
John Sungjin Park,2017,Q2,0,0,0
John Sungjin Park,2017,Q3,0,0,0
John Sungjin Park,2017,Q4,1,7,7
Vishvananda Ishaya Abrams,2017,Q1,0,0,0
Vishvananda Ishaya Abrams,2017,Q2,0,0,0
Vishvananda Ishaya Abrams,2017,Q3,0,0,0
Vishvananda Ishaya Abrams,2017,Q4,2,33,3
Ishant Mrinal Haloi,2017,Q1,0,0,0
Ishant Mrinal Haloi,2017,Q2,0,0,0
Ishant Mrinal Haloi,2017,Q3,0,0,0
Ishant Mrinal Haloi,2017,Q4,1,0,0
FredZhang,2017,Q1,0,0,0
FredZhang,2017,Q2,0,0,0
FredZhang,2017,Q3,0,0,0
FredZhang,2017,Q4,2,4,4
Gary Deer,2017,Q1,0,0,0
Gary Deer,2017,Q2,0,0,0
Gary Deer,2017,Q3,0,0,0
Gary Deer,2017,Q4,2,19,0
Alexander,2017,Q1,0,0,0
Alexander,2017,Q2,0,0,0
Alexander,2017,Q3,2,98,2
Alexander,2017,Q4,11,203,86
Charles Shenton,2017,Q1,0,0,0
Charles Shenton,2017,Q2,0,0,0
Charles Shenton,2017,Q3,0,0,0
Charles Shenton,2017,Q4,10,1239,0
Jimmy Jia,2017,Q1,0,0,0
Jimmy Jia,2017,Q2,0,0,0
Jimmy Jia,2017,Q3,5,10,12
Jimmy Jia,2017,Q4,1,59,31
Guenther Schmuelling,2017,Q1,0,0,0
Guenther Schmuelling,2017,Q2,4,10,4
Guenther Schmuelling,2017,Q3,7,14,3
Guenther Schmuelling,2017,Q4,7,69,23
Marek Šuppa,2017,Q1,0,0,0
Marek Šuppa,2017,Q2,0,0,0
Marek Šuppa,2017,Q3,0,0,0
Marek Šuppa,2017,Q4,1,0,0
László Csomor,2017,Q1,0,0,0
László Csomor,2017,Q2,9,159,126
László Csomor,2017,Q3,0,0,0
László Csomor,2017,Q4,2,31,23
scott,2017,Q1,0,0,0
scott,2017,Q2,0,0,0
scott,2017,Q3,0,0,0
scott,2017,Q4,2,9,3
concerttttt,2017,Q1,0,0,0
concerttttt,2017,Q2,0,0,0
concerttttt,2017,Q3,0,0,0
concerttttt,2017,Q4,1,0,0
Keven Wang,2017,Q1,0,0,0
Keven Wang,2017,Q2,0,0,0
Keven Wang,2017,Q3,0,0,0
Keven Wang,2017,Q4,1,0,0
zxcqwe4906,2017,Q1,0,0,0
zxcqwe4906,2017,Q2,0,0,0
zxcqwe4906,2017,Q3,0,0,0
zxcqwe4906,2017,Q4,1,3,3
CSJY,2017,Q1,0,0,0
CSJY,2017,Q2,0,0,0
CSJY,2017,Q3,0,0,0
CSJY,2017,Q4,5,40,0
Chris Hoyean Song,2017,Q1,0,0,0
Chris Hoyean Song,2017,Q2,59,165,76
Chris Hoyean Song,2017,Q3,0,0,0
Chris Hoyean Song,2017,Q4,18,423,27
Christopher Shallue,2017,Q1,0,0,0
Christopher Shallue,2017,Q2,0,0,0
Christopher Shallue,2017,Q3,0,0,0
Christopher Shallue,2017,Q4,4,95,2
Christopher Shallue,2016,Q1,0,0,0
Christopher Shallue,2016,Q2,0,0,0
Christopher Shallue,2016,Q3,0,0,0
Christopher Shallue,2016,Q4,2,44,43
Kyle Mills,2017,Q1,0,0,0
Kyle Mills,2017,Q2,0,0,0
Kyle Mills,2017,Q3,0,0,0
Kyle Mills,2017,Q4,1,0,0
cinqS,2017,Q1,0,0,0
cinqS,2017,Q2,0,0,0
cinqS,2017,Q3,0,0,0
cinqS,2017,Q4,2,8,6
Daniyar,2017,Q1,0,0,0
Daniyar,2017,Q2,0,0,0
Daniyar,2017,Q3,0,0,0
Daniyar,2017,Q4,3,40,9
Alistair Low,2017,Q1,0,0,0
Alistair Low,2017,Q2,0,0,0
Alistair Low,2017,Q3,0,0,0
Alistair Low,2017,Q4,1,4,3
Youssef Hesham,2017,Q1,0,0,0
Youssef Hesham,2017,Q2,0,0,0
Youssef Hesham,2017,Q3,0,0,0
Youssef Hesham,2017,Q4,3,0,0
Gregg Helt,2017,Q1,0,0,0
Gregg Helt,2017,Q2,0,0,0
Gregg Helt,2017,Q3,0,0,0
Gregg Helt,2017,Q4,1,0,0
Sandeep Dcunha,2017,Q1,0,0,0
Sandeep Dcunha,2017,Q2,0,0,0
Sandeep Dcunha,2017,Q3,0,0,0
Sandeep Dcunha,2017,Q4,1,0,0
Winnie Tsang,2017,Q1,0,0,0
Winnie Tsang,2017,Q2,0,0,0
Winnie Tsang,2017,Q3,0,0,0
Winnie Tsang,2017,Q4,1,9,9
Samuel He,2017,Q1,0,0,0
Samuel He,2017,Q2,0,0,0
Samuel He,2017,Q3,0,0,0
Samuel He,2017,Q4,1,0,3
PinkySan,2017,Q1,0,0,0
PinkySan,2017,Q2,0,0,0
PinkySan,2017,Q3,0,0,0
PinkySan,2017,Q4,1,9,0
Mats Linander,2017,Q1,0,0,0
Mats Linander,2017,Q2,0,0,0
Mats Linander,2017,Q3,0,0,0
Mats Linander,2017,Q4,1,0,0
Alex Rothberg,2017,Q1,6,177,39
Alex Rothberg,2017,Q2,2,8,2
Alex Rothberg,2017,Q3,0,0,0
Alex Rothberg,2017,Q4,2,2,0
Alex Rothberg,2016,Q1,0,0,0
Alex Rothberg,2016,Q2,0,0,0
Alex Rothberg,2016,Q3,6,6,10
Alex Rothberg,2016,Q4,0,0,0
Dave MacLachlan,2017,Q1,0,0,0
Dave MacLachlan,2017,Q2,0,0,0
Dave MacLachlan,2017,Q3,0,0,0
Dave MacLachlan,2017,Q4,1,3,0
dariavel,2017,Q1,0,0,0
dariavel,2017,Q2,0,0,0
dariavel,2017,Q3,0,0,0
dariavel,2017,Q4,21,606,148
Joe Castagneri,2017,Q1,0,0,0
Joe Castagneri,2017,Q2,0,0,0
Joe Castagneri,2017,Q3,0,0,0
Joe Castagneri,2017,Q4,3,9,7
TTrapper,2017,Q1,0,0,0
TTrapper,2017,Q2,0,0,0
TTrapper,2017,Q3,0,0,0
TTrapper,2017,Q4,10,246,142
Tim,2017,Q1,0,0,0
Tim,2017,Q2,0,0,0
Tim,2017,Q3,0,0,0
Tim,2017,Q4,1,67,63
Daniel Zhang,2017,Q1,0,0,0
Daniel Zhang,2017,Q2,0,0,0
Daniel Zhang,2017,Q3,0,0,0
Daniel Zhang,2017,Q4,2,4,2
Thomas Schumm,2017,Q1,3,7,0
Thomas Schumm,2017,Q2,0,0,0
Thomas Schumm,2017,Q3,2,0,0
Thomas Schumm,2017,Q4,6,176,10
PW486,2017,Q1,0,0,0
PW486,2017,Q2,0,0,0
PW486,2017,Q3,0,0,0
PW486,2017,Q4,15,12,15
Ralph Tang,2017,Q1,0,0,0
Ralph Tang,2017,Q2,0,0,0
Ralph Tang,2017,Q3,0,0,0
Ralph Tang,2017,Q4,1,0,0
Cem Eteke,2017,Q1,0,0,0
Cem Eteke,2017,Q2,0,0,0
Cem Eteke,2017,Q3,0,0,0
Cem Eteke,2017,Q4,1,37,14
amilioto,2017,Q1,0,0,0
amilioto,2017,Q2,0,0,0
amilioto,2017,Q3,0,0,0
amilioto,2017,Q4,1,3,0
Amy,2017,Q1,0,0,0
Amy,2017,Q2,0,0,0
Amy,2017,Q3,1,13,9
Amy,2017,Q4,3,11,9
Ilya Edrenkin,2017,Q1,0,0,0
Ilya Edrenkin,2017,Q2,1,6,6
Ilya Edrenkin,2017,Q3,0,0,0
Ilya Edrenkin,2017,Q4,4,278,2
Ilya Edrenkin,2016,Q1,0,0,0
Ilya Edrenkin,2016,Q2,1,0,0
Ilya Edrenkin,2016,Q3,1,4,4
Ilya Edrenkin,2016,Q4,0,0,0
Cameron Thomas,2017,Q1,0,0,0
Cameron Thomas,2017,Q2,0,0,0
Cameron Thomas,2017,Q3,0,0,0
Cameron Thomas,2017,Q4,1,2,0
Amir H. Jadidinejad,2017,Q1,0,0,0
Amir H. Jadidinejad,2017,Q2,0,0,0
Amir H. Jadidinejad,2017,Q3,0,0,0
Amir H. Jadidinejad,2017,Q4,1,10,0
fcharras,2017,Q1,0,0,0
fcharras,2017,Q2,0,0,0
fcharras,2017,Q3,0,0,0
fcharras,2017,Q4,1,6,5
Nathan van Doorn,2017,Q1,0,0,0
Nathan van Doorn,2017,Q2,0,0,0
Nathan van Doorn,2017,Q3,0,0,0
Nathan van Doorn,2017,Q4,1,0,0
pks,2017,Q1,0,0,0
pks,2017,Q2,0,0,0
pks,2017,Q3,0,0,0
pks,2017,Q4,1,2,0
Maximilian Bachl,2017,Q1,0,0,0
Maximilian Bachl,2017,Q2,0,0,0
Maximilian Bachl,2017,Q3,0,0,0
Maximilian Bachl,2017,Q4,1,12,10
Noa Ezra,2017,Q1,0,0,0
Noa Ezra,2017,Q2,0,0,0
Noa Ezra,2017,Q3,0,0,0
Noa Ezra,2017,Q4,3,13,2
Toon Verstraelen,2017,Q1,0,0,0
Toon Verstraelen,2017,Q2,0,0,0
Toon Verstraelen,2017,Q3,0,0,0
Toon Verstraelen,2017,Q4,1,0,0
Yan Chen,2017,Q1,0,0,0
Yan Chen,2017,Q2,17,381,185
Yan Chen,2017,Q3,0,0,0
Yan Chen,2017,Q4,6,273,108
Yan Chen,2016,Q1,0,0,0
Yan Chen,2016,Q2,0,0,0
Yan Chen,2016,Q3,1,0,0
Yan Chen,2016,Q4,0,0,0
Yi Yang,2017,Q1,0,0,0
Yi Yang,2017,Q2,0,0,0
Yi Yang,2017,Q3,0,0,0
Yi Yang,2017,Q4,1,0,0
Qiao Longfei,2017,Q1,0,0,0
Qiao Longfei,2017,Q2,0,0,0
Qiao Longfei,2017,Q3,0,0,0
Qiao Longfei,2017,Q4,1,14,11
gunan,2017,Q1,47,436,625
gunan,2017,Q2,34,114,114
gunan,2017,Q3,6,26,36
gunan,2017,Q4,12,14606,107
gunan,2016,Q1,0,0,0
gunan,2016,Q2,0,0,0
gunan,2016,Q3,40,1189,1014
gunan,2016,Q4,23,422,125
miqlas,2017,Q1,0,0,0
miqlas,2017,Q2,0,0,0
miqlas,2017,Q3,0,0,0
miqlas,2017,Q4,12,72,19
opensourcemattress,2017,Q1,0,0,0
opensourcemattress,2017,Q2,0,0,0
opensourcemattress,2017,Q3,0,0,0
opensourcemattress,2017,Q4,6,178,153
Eric Lv,2017,Q1,0,0,0
Eric Lv,2017,Q2,0,0,0
Eric Lv,2017,Q3,0,0,0
Eric Lv,2017,Q4,1,0,0
Steffen Schmitz,2017,Q1,0,0,0
Steffen Schmitz,2017,Q2,0,0,0
Steffen Schmitz,2017,Q3,0,0,0
Steffen Schmitz,2017,Q4,1,2,2
Gaojin CAO,2017,Q1,0,0,0
Gaojin CAO,2017,Q2,0,0,0
Gaojin CAO,2017,Q3,0,0,0
Gaojin CAO,2017,Q4,1,6,6
qiao hai-jun,2017,Q1,0,0,0
qiao hai-jun,2017,Q2,0,0,0
qiao hai-jun,2017,Q3,0,0,0
qiao hai-jun,2017,Q4,1,2,2
Dmitry Trifonov,2017,Q1,0,0,0
Dmitry Trifonov,2017,Q2,0,0,0
Dmitry Trifonov,2017,Q3,0,0,0
Dmitry Trifonov,2017,Q4,4,58,0
Vish (Ishaya) Abrams,2017,Q1,0,0,0
Vish (Ishaya) Abrams,2017,Q2,0,0,0
Vish (Ishaya) Abrams,2017,Q3,0,0,0
Vish (Ishaya) Abrams,2017,Q4,1,3,0
Vijay Pai,2017,Q1,0,0,0
Vijay Pai,2017,Q2,0,0,0
Vijay Pai,2017,Q3,0,0,0
Vijay Pai,2017,Q4,5,33,14532
Bo Wang,2017,Q1,0,0,0
Bo Wang,2017,Q2,20,397,0
Bo Wang,2017,Q3,0,0,0
Bo Wang,2017,Q4,4,46,0
Matthew Daley,2017,Q1,0,0,0
Matthew Daley,2017,Q2,0,0,0
Matthew Daley,2017,Q3,0,0,0
Matthew Daley,2017,Q4,2,58,0
Jinze Bai,2017,Q1,0,0,0
Jinze Bai,2017,Q2,0,0,0
Jinze Bai,2017,Q3,0,0,0
Jinze Bai,2017,Q4,23,1098,190
SaintNazaire,2017,Q1,0,0,0
SaintNazaire,2017,Q2,0,0,0
SaintNazaire,2017,Q3,0,0,0
SaintNazaire,2017,Q4,1,14,0
Artëm Sobolev,2017,Q1,0,0,0
Artëm Sobolev,2017,Q2,0,0,0
Artëm Sobolev,2017,Q3,0,0,0
Artëm Sobolev,2017,Q4,1,2,2
Urs Köster,2017,Q1,0,0,0
Urs Köster,2017,Q2,0,0,0
Urs Köster,2017,Q3,0,0,0
Urs Köster,2017,Q4,1,7,0
nolan liu,2017,Q1,0,0,0
nolan liu,2017,Q2,0,0,0
nolan liu,2017,Q3,7,338,44
nolan liu,2017,Q4,6,63,39
Dhananjay Nakrani,2017,Q1,0,0,0
Dhananjay Nakrani,2017,Q2,0,0,0
Dhananjay Nakrani,2017,Q3,2,5,2
Dhananjay Nakrani,2017,Q4,9,139,83
cglewis,2017,Q1,0,0,0
cglewis,2017,Q2,0,0,0
cglewis,2017,Q3,0,0,0
cglewis,2017,Q4,3,3,3
LevineHuang,2017,Q1,0,0,0
LevineHuang,2017,Q2,0,0,0
LevineHuang,2017,Q3,0,0,0
LevineHuang,2017,Q4,2,2,2
Rohan Varma,2017,Q1,0,0,0
Rohan Varma,2017,Q2,0,0,0
Rohan Varma,2017,Q3,0,0,0
Rohan Varma,2017,Q4,1,0,0
Jeremy Sharpe,2017,Q1,0,0,0
Jeremy Sharpe,2017,Q2,0,0,0
Jeremy Sharpe,2017,Q3,0,0,0
Jeremy Sharpe,2017,Q4,1,0,0
Sarah Maddox,2017,Q1,0,0,0
Sarah Maddox,2017,Q2,0,0,0
Sarah Maddox,2017,Q3,0,0,0
Sarah Maddox,2017,Q4,3,54,51
Tim Harley,2017,Q1,0,0,0
Tim Harley,2017,Q2,4,109,74
Tim Harley,2017,Q3,3,20,6
Tim Harley,2017,Q4,1,11,6
Tim Harley,2016,Q1,0,0,0
Tim Harley,2016,Q2,0,0,0
Tim Harley,2016,Q3,0,0,0
Tim Harley,2016,Q4,2,3,21
ashankar,2017,Q1,0,0,0
ashankar,2017,Q2,0,0,0
ashankar,2017,Q3,0,0,0
ashankar,2017,Q4,13,2999,12
Mahdi Abavisani,2017,Q1,0,0,0
Mahdi Abavisani,2017,Q2,0,0,0
Mahdi Abavisani,2017,Q3,0,0,0
Mahdi Abavisani,2017,Q4,1,2,2
chi-hung,2017,Q1,0,0,0
chi-hung,2017,Q2,0,0,0
chi-hung,2017,Q3,0,0,0
chi-hung,2017,Q4,1,22,11
Christian Grail,2017,Q1,0,0,0
Christian Grail,2017,Q2,0,0,0
Christian Grail,2017,Q3,0,0,0
Christian Grail,2017,Q4,1,4,0
michelleirvine,2017,Q1,0,0,0
michelleirvine,2017,Q2,0,0,0
michelleirvine,2017,Q3,0,0,0
michelleirvine,2017,Q4,1,52,91
Se-won Kim,2017,Q1,0,0,0
Se-won Kim,2017,Q2,0,0,0
Se-won Kim,2017,Q3,0,0,0
Se-won Kim,2017,Q4,1,0,0
Bill Prin,2017,Q1,0,0,0
Bill Prin,2017,Q2,0,0,0
Bill Prin,2017,Q3,0,0,0
Bill Prin,2017,Q4,1,0,0
Simon Perkins,2017,Q1,0,0,0
Simon Perkins,2017,Q2,17,3219,494
Simon Perkins,2017,Q3,0,0,0
Simon Perkins,2017,Q4,2,19,7
Ali Yahya,2017,Q1,0,0,0
Ali Yahya,2017,Q2,1,639,639
Ali Yahya,2017,Q3,60,1772,830
Ali Yahya,2017,Q4,5,107,88
Ryohei Kuroki,2017,Q1,0,0,0
Ryohei Kuroki,2017,Q2,0,0,0
Ryohei Kuroki,2017,Q3,0,0,0
Ryohei Kuroki,2017,Q4,5,4,4
Atlas7,2017,Q1,0,0,0
Atlas7,2017,Q2,0,0,0
Atlas7,2017,Q3,0,0,0
Atlas7,2017,Q4,2,35,2
Sylvus,2017,Q1,0,0,0
Sylvus,2017,Q2,0,0,0
Sylvus,2017,Q3,0,0,0
Sylvus,2017,Q4,3,116,3
Scott Mudge,2017,Q1,0,0,0
Scott Mudge,2017,Q2,0,0,0
Scott Mudge,2017,Q3,0,0,0
Scott Mudge,2017,Q4,1,40,11
Armen Donigian,2017,Q1,0,0,0
Armen Donigian,2017,Q2,0,0,0
Armen Donigian,2017,Q3,0,0,0
Armen Donigian,2017,Q4,3,3,3
Hanmin Qin,2017,Q1,0,0,0
Hanmin Qin,2017,Q2,0,0,0
Hanmin Qin,2017,Q3,0,0,0
Hanmin Qin,2017,Q4,1,0,0
melvyniandrag,2017,Q1,0,0,0
melvyniandrag,2017,Q2,0,0,0
melvyniandrag,2017,Q3,0,0,0
melvyniandrag,2017,Q4,1,0,0
ZxYuan,2017,Q1,0,0,0
ZxYuan,2017,Q2,0,0,0
ZxYuan,2017,Q3,0,0,0
ZxYuan,2017,Q4,1,2,4
Jeff Carpenter,2017,Q1,0,0,0
Jeff Carpenter,2017,Q2,0,0,0
Jeff Carpenter,2017,Q3,1,3,3
Jeff Carpenter,2017,Q4,1,0,0
Mike Case,2017,Q1,0,0,0
Mike Case,2017,Q2,0,0,0
Mike Case,2017,Q3,0,0,0
Mike Case,2017,Q4,2,2,2
Scott Kirkland,2017,Q1,0,0,0
Scott Kirkland,2017,Q2,0,0,0
Scott Kirkland,2017,Q3,0,0,0
Scott Kirkland,2017,Q4,1,0,2
Fan Xia,2017,Q1,0,0,0
Fan Xia,2017,Q2,0,0,0
Fan Xia,2017,Q3,0,0,0
Fan Xia,2017,Q4,1,10,10
horance,2017,Q1,0,0,0
horance,2017,Q2,0,0,0
horance,2017,Q3,20,116,114
horance,2017,Q4,1,0,0
Andrew Myers,2017,Q1,0,0,0
Andrew Myers,2017,Q2,0,0,0
Andrew Myers,2017,Q3,55,1158,654
Andrew Myers,2017,Q4,16,634,110
Sean Vig,2017,Q1,0,0,0
Sean Vig,2017,Q2,0,0,0
Sean Vig,2017,Q3,0,0,0
Sean Vig,2017,Q4,2,44,2
Pavel Christof,2017,Q1,0,0,0
Pavel Christof,2017,Q2,0,0,0
Pavel Christof,2017,Q3,0,0,0
Pavel Christof,2017,Q4,1,0,0
John Impallomeni,2017,Q1,0,0,0
John Impallomeni,2017,Q2,0,0,0
John Impallomeni,2017,Q3,0,0,0
John Impallomeni,2017,Q4,1,3,3
m-smith,2017,Q1,0,0,0
m-smith,2017,Q2,0,0,0
m-smith,2017,Q3,1,0,0
m-smith,2017,Q4,0,0,0
Anastasios Doumoulakis,2017,Q1,0,0,0
Anastasios Doumoulakis,2017,Q2,16,260,63
Anastasios Doumoulakis,2017,Q3,10,29,42
Anastasios Doumoulakis,2017,Q4,0,0,0
lhlmgr,2017,Q1,0,0,0
lhlmgr,2017,Q2,0,0,0
lhlmgr,2017,Q3,2,2,2
lhlmgr,2017,Q4,0,0,0
Matt Smith,2017,Q1,0,0,0
Matt Smith,2017,Q2,0,0,0
Matt Smith,2017,Q3,1,3,2
Matt Smith,2017,Q4,0,0,0
Dorokhov,2017,Q1,0,0,0
Dorokhov,2017,Q2,0,0,0
Dorokhov,2017,Q3,1,2,2
Dorokhov,2017,Q4,0,0,0
Ash Hall,2017,Q1,0,0,0
Ash Hall,2017,Q2,0,0,0
Ash Hall,2017,Q3,1,6,6
Ash Hall,2017,Q4,0,0,0
Jett Jones,2017,Q1,0,0,0
